SimTime,ETROC2_tb.ETROC2_inst.ETROC2_IO_v7_inst.FC_Int
229394881000,0
229407361000,1
229419841000,0
229432321000,1
229444801000,0
229457281000,1
229469761000,0
229482241000,1
229494721000,0
229507201000,1
229519681000,0
229532161000,1
229544641000,0
229557121000,1
229569601000,0
229582081000,1
229594561000,0
229607041000,1
229619521000,0
229632001000,1
229644481000,0
229656961000,1
229669441000,0
229681921000,1
229694401000,0
229706881000,1
229719361000,0
229731841000,1
229744321000,0
229756801000,1
229769281000,0
229781761000,1
229794241000,0
229806721000,1
229819201000,0
229831681000,1
229844161000,0
229856641000,1
229869121000,0
229881601000,1
229894081000,0
229906561000,1
229919041000,0
229931521000,1
229944001000,0
229956481000,1
229968961000,0
229981441000,1
229993921000,0
230006401000,1
230018881000,0
230031361000,1
230043841000,0
230056321000,1
230068801000,0
230081281000,1
230093761000,0
230106241000,1
230118721000,0
230131201000,1
230143681000,0
230156161000,1
230168641000,0
230181121000,1
230193601000,0
230206081000,1
230218561000,0
230231041000,1
230243521000,0
230256001000,1
230268481000,0
230280961000,1
230293441000,0
230305921000,1
230318401000,0
230330881000,1
230343361000,0
230355841000,1
230368321000,0
230380801000,1
230393281000,0
230405761000,1
230418241000,0
230430721000,1
230443201000,0
230455681000,1
230468161000,0
230480641000,1
230493121000,0
230505601000,1
230518081000,0
230530561000,1
230543041000,0
230555521000,1
230568001000,0
230580481000,1
230592961000,0
230605441000,1
230617921000,0
230630401000,1
230642881000,0
230655361000,1
230667841000,0
230680321000,1
230692801000,0
230705281000,1
230717761000,0
230730241000,1
230742721000,0
230755201000,1
230767681000,0
230780161000,1
230792641000,0
230805121000,1
230817601000,0
230830081000,1
230842561000,0
230855041000,1
230867521000,0
230880001000,1
230892481000,0
230904961000,1
230917441000,0
230929921000,1
230942401000,0
230954881000,1
230967361000,0
230979841000,1
230992321000,0
231004801000,1
231017281000,0
231029761000,1
231042241000,0
231054721000,1
231067201000,0
231079681000,1
231092161000,0
231104641000,1
231117121000,0
231129601000,1
231142081000,0
231154561000,1
231167041000,0
231179521000,1
231192001000,0
231204481000,1
231216961000,0
231229441000,1
231241921000,0
231254401000,1
231266881000,0
231279361000,1
231291841000,0
231304321000,1
231316801000,0
231329281000,1
231341761000,0
231354241000,1
231366721000,0
231379201000,1
231391681000,0
231404161000,1
231416641000,0
231429121000,1
231441601000,0
231454081000,1
231466561000,0
231479041000,1
231491521000,0
231504001000,1
231516481000,0
231528961000,1
231541441000,0
231553921000,1
231566401000,0
231578881000,1
231591361000,0
231603841000,1
231616321000,0
231628801000,1
231641281000,0
231653761000,1
231666241000,0
231678721000,1
231691201000,0
231703681000,1
231716161000,0
231728641000,1
231741121000,0
231753601000,1
231766081000,0
231778561000,1
231791041000,0
231803521000,1
231816001000,0
231828481000,1
231840961000,0
231853441000,1
231865921000,0
231878401000,1
231890881000,0
231903361000,1
231915841000,0
231928321000,1
231940801000,0
231953281000,1
231965761000,0
231978241000,1
231990721000,0
232003201000,1
232015681000,0
232028161000,1
232040641000,0
232053121000,1
232065601000,0
232078081000,1
232090561000,0
232103041000,1
232115521000,0
232128001000,1
232140481000,0
232152961000,1
232165441000,0
232177921000,1
232190401000,0
232202881000,1
232215361000,0
232227841000,1
232240321000,0
232252801000,1
232265281000,0
232277761000,1
232290241000,0
232302721000,1
232315201000,0
232327681000,1
232340161000,0
232352641000,1
232365121000,0
232377601000,1
232390081000,0
232402561000,1
232415041000,0
232427521000,1
232440001000,0
232452481000,1
232464961000,0
232477441000,1
232489921000,0
232502401000,1
232514881000,0
232527361000,1
232539841000,0
232552321000,1
232564801000,0
232577281000,1
232589761000,0
232602241000,1
232614721000,0
232627201000,1
232639681000,0
232652161000,1
232664641000,0
232677121000,1
232689601000,0
232702081000,1
232714561000,0
232727041000,1
232739521000,0
232752001000,1
232764481000,0
232776961000,1
232789441000,0
232801921000,1
232814401000,0
232826881000,1
232839361000,0
232851841000,1
232864321000,0
232876801000,1
232889281000,0
232901761000,1
232914241000,0
232926721000,1
232939201000,0
232951681000,1
232964161000,0
232976641000,1
232989121000,0
233001601000,1
233014081000,0
233026561000,1
233039041000,0
233051521000,1
233064001000,0
233076481000,1
233088961000,0
233101441000,1
233113921000,0
233126401000,1
233138881000,0
233151361000,1
233163841000,0
233176321000,1
233188801000,0
233201281000,1
233213761000,0
233226241000,1
233238721000,0
233251201000,1
233263681000,0
233276161000,1
233288641000,0
233301121000,1
233313601000,0
233326081000,1
233338561000,0
233351041000,1
233363521000,0
233376001000,1
233388481000,0
233400961000,1
233413441000,0
233425921000,1
233438401000,0
233450881000,1
233463361000,0
233475841000,1
233488321000,0
233500801000,1
233513281000,0
233525761000,1
233538241000,0
233550721000,1
233563201000,0
233575681000,1
233588161000,0
233600641000,1
233613121000,0
233625601000,1
233638081000,0
233650561000,1
233663041000,0
233675521000,1
233688001000,0
233700481000,1
233712961000,0
233725441000,1
233737921000,0
233750401000,1
233762881000,0
233775361000,1
233787841000,0
233800321000,1
233812801000,0
233825281000,1
233837761000,0
233850241000,1
233862721000,0
233875201000,1
233887681000,0
233900161000,1
233912641000,0
233925121000,1
233937601000,0
233950081000,1
233962561000,0
233975041000,1
233987521000,0
234000001000,1
234012481000,0
234024961000,1
234037441000,0
234049921000,1
234062401000,0
234074881000,1
234087361000,0
234099841000,1
234112321000,0
234124801000,1
234137281000,0
234149761000,1
234162241000,0
234174721000,1
234187201000,0
234199681000,1
234212161000,0
234224641000,1
234237121000,0
234249601000,1
234262081000,0
234274561000,1
234287041000,0
234299521000,1
234312001000,0
234324481000,1
234336961000,0
234349441000,1
234361921000,0
234374401000,1
234386881000,0
234399361000,1
234411841000,0
234424321000,1
234436801000,0
234449281000,1
234461761000,0
234474241000,1
234486721000,0
234499201000,1
234511681000,0
234524161000,1
234536641000,0
234549121000,1
234561601000,0
234574081000,1
234586561000,0
234599041000,1
234611521000,0
234624001000,1
234636481000,0
234648961000,1
234661441000,0
234673921000,1
234686401000,0
234698881000,1
234711361000,0
234723841000,1
234736321000,0
234748801000,1
234761281000,0
234773761000,1
234786241000,0
234798721000,1
234811201000,0
234823681000,1
234836161000,0
234848641000,1
234861121000,0
234873601000,1
234886081000,0
234898561000,1
234911041000,0
234923521000,1
234936001000,0
234948481000,1
234960961000,0
234973441000,1
234985921000,0
234998401000,1
235010881000,0
235023361000,1
235035841000,0
235048321000,1
235060801000,0
235073281000,1
235085761000,0
235098241000,1
235110721000,0
235123201000,1
235135681000,0
235148161000,1
235160641000,0
235173121000,1
235185601000,0
235198081000,1
235210561000,0
235223041000,1
235235521000,0
235248001000,1
235260481000,0
235272961000,1
235285441000,0
235297921000,1
235310401000,0
235322881000,1
235335361000,0
235347841000,1
235360321000,0
235372801000,1
235385281000,0
235397761000,1
235410241000,0
235422721000,1
235435201000,0
235447681000,1
235460161000,0
235472641000,1
235485121000,0
235497601000,1
235510081000,0
235522561000,1
235535041000,0
235547521000,1
235560001000,0
235572481000,1
235584961000,0
235597441000,1
235609921000,0
235622401000,1
235634881000,0
235647361000,1
235659841000,0
235672321000,1
235684801000,0
235697281000,1
235709761000,0
235722241000,1
235734721000,0
235747201000,1
235759681000,0
235772161000,1
235784641000,0
235797121000,1
235809601000,0
235822081000,1
235834561000,0
235847041000,1
235859521000,0
235872001000,1
235884481000,0
235896961000,1
235909441000,0
235921921000,1
235934401000,0
235946881000,1
235959361000,0
235971841000,1
235984321000,0
235996801000,1
236009281000,0
236021761000,1
236034241000,0
236046721000,1
236059201000,0
236071681000,1
236084161000,0
236096641000,1
236109121000,0
236121601000,1
236134081000,0
236146561000,1
236159041000,0
236171521000,1
236184001000,0
236196481000,1
236208961000,0
236221441000,1
236233921000,0
236246401000,1
236258881000,0
236271361000,1
236283841000,0
236296321000,1
236308801000,0
236321281000,1
236333761000,0
236346241000,1
236358721000,0
236371201000,1
236383681000,0
236396161000,1
236408641000,0
236421121000,1
236433601000,0
236446081000,1
236458561000,0
236471041000,1
236483521000,0
236496001000,1
236508481000,0
236520961000,1
236533441000,0
236545921000,1
236558401000,0
236570881000,1
236583361000,0
236595841000,1
236608321000,0
236620801000,1
236633281000,0
236645761000,1
236658241000,0
236670721000,1
236683201000,0
236695681000,1
236708161000,0
236720641000,1
236733121000,0
236745601000,1
236758081000,0
236770561000,1
236783041000,0
236795521000,1
236808001000,0
236820481000,1
236832961000,0
236845441000,1
236857921000,0
236870401000,1
236882881000,0
236895361000,1
236907841000,0
236920321000,1
236932801000,0
236945281000,1
236957761000,0
236970241000,1
236982721000,0
236995201000,1
237007681000,0
237020161000,1
237032641000,0
237045121000,1
237057601000,0
237070081000,1
237082561000,0
237095041000,1
237107521000,0
237120001000,1
237132481000,0
237144961000,1
237157441000,0
237169921000,1
237182401000,0
237194881000,1
237207361000,0
237219841000,1
237232321000,0
237244801000,1
237257281000,0
237269761000,1
237282241000,0
237294721000,1
237307201000,0
237319681000,1
237332161000,0
237344641000,1
237357121000,0
237369601000,1
237382081000,0
237394561000,1
237407041000,0
237419521000,1
237432001000,0
237444481000,1
237456961000,0
237469441000,1
237481921000,0
237494401000,1
237506881000,0
237519361000,1
237531841000,0
237544321000,1
237556801000,0
237569281000,1
237581761000,0
237594241000,1
237606721000,0
237619201000,1
237631681000,0
237644161000,1
237656641000,0
237669121000,1
237681601000,0
237694081000,1
237706561000,0
237719041000,1
237731521000,0
237744001000,1
237756481000,0
237768961000,1
237781441000,0
237793921000,1
237806401000,0
237818881000,1
237831361000,0
237843841000,1
237856321000,0
237868801000,1
237881281000,0
237893761000,1
237906241000,0
237918721000,1
237931201000,0
237943681000,1
237956161000,0
237968641000,1
237981121000,0
237993601000,1
238006081000,0
238018561000,1
238031041000,0
238043521000,1
238056001000,0
238068481000,1
238080961000,0
238093441000,1
238105921000,0
238118401000,1
238130881000,0
238143361000,1
238155841000,0
238168321000,1
238180801000,0
238193281000,1
238205761000,0
238218241000,1
238230721000,0
238243201000,1
238255681000,0
238268161000,1
238280641000,0
238293121000,1
238305601000,0
238318081000,1
238330561000,0
238343041000,1
238355521000,0
238368001000,1
238380481000,0
238392961000,1
238405441000,0
238417921000,1
238430401000,0
238442881000,1
238455361000,0
238467841000,1
238480321000,0
238492801000,1
238505281000,0
238517761000,1
238530241000,0
238542721000,1
238555201000,0
238567681000,1
238580161000,0
238592641000,1
238605121000,0
238617601000,1
238630081000,0
238642561000,1
238655041000,0
238667521000,1
238680001000,0
238692481000,1
238704961000,0
238717441000,1
238729921000,0
238742401000,1
238754881000,0
238767361000,1
238779841000,0
238792321000,1
238804801000,0
238817281000,1
238829761000,0
238842241000,1
238854721000,0
238867201000,1
238879681000,0
238892161000,1
238904641000,0
238917121000,1
238929601000,0
238942081000,1
238954561000,0
238967041000,1
238979521000,0
238992001000,1
239004481000,0
239016961000,1
239029441000,0
239041921000,1
239054401000,0
239066881000,1
239079361000,0
239091841000,1
239104321000,0
239116801000,1
239129281000,0
239141761000,1
239154241000,0
239166721000,1
239179201000,0
239191681000,1
239204161000,0
239216641000,1
239229121000,0
239241601000,1
239254081000,0
239266561000,1
239279041000,0
239291521000,1
239304001000,0
239316481000,1
239328961000,0
239341441000,1
239353921000,0
239366401000,1
239378881000,0
239391361000,1
239403841000,0
239416321000,1
239428801000,0
239441281000,1
239453761000,0
239466241000,1
239478721000,0
239491201000,1
239503681000,0
239516161000,1
239528641000,0
239541121000,1
239553601000,0
239566081000,1
239578561000,0
239591041000,1
239603521000,0
239616001000,1
239628481000,0
239640961000,1
239653441000,0
239665921000,1
239678401000,0
239690881000,1
239703361000,0
239715841000,1
239728321000,0
239740801000,1
239753281000,0
239765761000,1
239778241000,0
239790721000,1
239803201000,0
239815681000,1
239828161000,0
239840641000,1
239853121000,0
239865601000,1
239878081000,0
239890561000,1
239903041000,0
239915521000,1
239928001000,0
239940481000,1
239952961000,0
239965441000,1
239977921000,0
239990401000,1
240002881000,0
240015361000,1
240027841000,0
240040321000,1
240052801000,0
240065281000,1
240077761000,0
240090241000,1
240102721000,0
240115201000,1
240127681000,0
240140161000,1
240152641000,0
240165121000,1
240177601000,0
240190081000,1
240202561000,0
240215041000,1
240227521000,0
240240001000,1
240252481000,0
240264961000,1
240277441000,0
240289921000,1
240302401000,0
240314881000,1
240327361000,0
240339841000,1
240352321000,0
240364801000,1
240377281000,0
240389761000,1
240402241000,0
240414721000,1
240427201000,0
240439681000,1
240452161000,0
240464641000,1
240477121000,0
240489601000,1
240502081000,0
240514561000,1
240527041000,0
240539521000,1
240552001000,0
240564481000,1
240576961000,0
240589441000,1
240601921000,0
240614401000,1
240626881000,0
240639361000,1
240651841000,0
240664321000,1
240676801000,0
240689281000,1
240701761000,0
240714241000,1
240726721000,0
240739201000,1
240751681000,0
240764161000,1
240776641000,0
240789121000,1
240801601000,0
240814081000,1
240826561000,0
240839041000,1
240851521000,0
240864001000,1
240876481000,0
240888961000,1
240901441000,0
240913921000,1
240926401000,0
240938881000,1
240951361000,0
240963841000,1
240976321000,0
240988801000,1
241001281000,0
241013761000,1
241026241000,0
241038721000,1
241051201000,0
241063681000,1
241076161000,0
241088641000,1
241101121000,0
241113601000,1
241126081000,0
241138561000,1
241151041000,0
241163521000,1
241176001000,0
241188481000,1
241200961000,0
241213441000,1
241225921000,0
241238401000,1
241250881000,0
241263361000,1
241275841000,0
241288321000,1
241300801000,0
241313281000,1
241325761000,0
241338241000,1
241350721000,0
241363201000,1
241375681000,0
241388161000,1
241400641000,0
241413121000,1
241425601000,0
241438081000,1
241450561000,0
241463041000,1
241475521000,0
241488001000,1
241500481000,0
241512961000,1
241525441000,0
241537921000,1
241550401000,0
241562881000,1
241575361000,0
241587841000,1
241600321000,0
241612801000,1
241625281000,0
241637761000,1
241650241000,0
241662721000,1
241675201000,0
241687681000,1
241700161000,0
241712641000,1
241725121000,0
241737601000,1
241750081000,0
241762561000,1
241775041000,0
241787521000,1
241800001000,0
241812481000,1
241824961000,0
241837441000,1
241849921000,0
241862401000,1
241874881000,0
241887361000,1
241899841000,0
241912321000,1
241924801000,0
241937281000,1
241949761000,0
241962241000,1
241974721000,0
241987201000,1
241999681000,0
242012161000,1
242024641000,0
242037121000,1
242049601000,0
242062081000,1
242074561000,0
242087041000,1
242099521000,0
242112001000,1
242124481000,0
242136961000,1
242149441000,0
242161921000,1
242174401000,0
242186881000,1
242199361000,0
242211841000,1
242224321000,0
242236801000,1
242249281000,0
242261761000,1
242274241000,0
242286721000,1
242299201000,0
242311681000,1
242324161000,0
242336641000,1
242349121000,0
242361601000,1
242374081000,0
242386561000,1
242399041000,0
242411521000,1
242424001000,0
242436481000,1
242448961000,0
242461441000,1
242473921000,0
242486401000,1
242498881000,0
242511361000,1
242523841000,0
242536321000,1
242548801000,0
242561281000,1
242573761000,0
242586241000,1
242598721000,0
242611201000,1
242623681000,0
242636161000,1
242648641000,0
242661121000,1
242673601000,0
242686081000,1
242698561000,0
242711041000,1
242723521000,0
242736001000,1
242748481000,0
242760961000,1
242773441000,0
242785921000,1
242798401000,0
242810881000,1
242823361000,0
242835841000,1
242848321000,0
242860801000,1
242873281000,0
242885761000,1
242898241000,0
242910721000,1
242923201000,0
242935681000,1
242948161000,0
242960641000,1
242973121000,0
242985601000,1
242998081000,0
243010561000,1
243023041000,0
243035521000,1
243048001000,0
243060481000,1
243072961000,0
243085441000,1
243097921000,0
243110401000,1
243122881000,0
243135361000,1
243147841000,0
243160321000,1
243172801000,0
243185281000,1
243197761000,0
243210241000,1
243222721000,0
243235201000,1
243247681000,0
243260161000,1
243272641000,0
243285121000,1
243297601000,0
243310081000,1
243322561000,0
243335041000,1
243347521000,0
243360001000,1
243372481000,0
243384961000,1
243397441000,0
243409921000,1
243422401000,0
243434881000,1
243447361000,0
243459841000,1
243472321000,0
243484801000,1
243497281000,0
243509761000,1
243522241000,0
243534721000,1
243547201000,0
243559681000,1
243572161000,0
243584641000,1
243597121000,0
243609601000,1
243622081000,0
243634561000,1
243647041000,0
243659521000,1
243672001000,0
243684481000,1
243696961000,0
243709441000,1
243721921000,0
243734401000,1
243746881000,0
243759361000,1
243771841000,0
243784321000,1
243796801000,0
243809281000,1
243821761000,0
243834241000,1
243846721000,0
243859201000,1
243871681000,0
243884161000,1
243896641000,0
243909121000,1
243921601000,0
243934081000,1
243946561000,0
243959041000,1
243971521000,0
243984001000,1
243996481000,0
244008961000,1
244021441000,0
244033921000,1
244046401000,0
244058881000,1
244071361000,0
244083841000,1
244096321000,0
244108801000,1
244121281000,0
244133761000,1
244146241000,0
244158721000,1
244171201000,0
244183681000,1
244196161000,0
244208641000,1
244221121000,0
244233601000,1
244246081000,0
244258561000,1
244271041000,0
244283521000,1
244296001000,0
244308481000,1
244320961000,0
244333441000,1
244345921000,0
244358401000,1
244370881000,0
244383361000,1
244395841000,0
244408321000,1
244420801000,0
244433281000,1
244445761000,0
244458241000,1
244470721000,0
244483201000,1
244495681000,0
244508161000,1
244520641000,0
244533121000,1
244545601000,0
244558081000,1
244570561000,0
244583041000,1
244595521000,0
244608001000,1
244620481000,0
244632961000,1
244645441000,0
244657921000,1
244670401000,0
244682881000,1
244695361000,0
244707841000,1
244720321000,0
244732801000,1
244745281000,0
244757761000,1
244770241000,0
244782721000,1
244795201000,0
244807681000,1
244820161000,0
244832641000,1
244845121000,0
244857601000,1
244870081000,0
244882561000,1
244895041000,0
244907521000,1
244920001000,0
244932481000,1
244944961000,0
244957441000,1
244969921000,0
244982401000,1
244994881000,0
245007361000,1
245019841000,0
245032321000,1
245044801000,0
245057281000,1
245069761000,0
245082241000,1
245094721000,0
245107201000,1
245119681000,0
245132161000,1
245144641000,0
245157121000,1
245169601000,0
245185201000,1
245188321000,0
245191441000,1
245197681000,0
245200801000,1
245203921000,0
245207041000,1
245219521000,0
245232001000,1
245244481000,0
245256961000,1
245269441000,0
245281921000,1
245294401000,0
245306881000,1
245319361000,0
245331841000,1
245344321000,0
245356801000,1
245369281000,0
245381761000,1
245394241000,0
245406721000,1
245419201000,0
245431681000,1
245444161000,0
245456641000,1
245469121000,0
245481601000,1
245494081000,0
245506561000,1
245519041000,0
245531521000,1
245544001000,0
245556481000,1
245568961000,0
245581441000,1
245593921000,0
245609521000,1
245615761000,0
245618881000,1
245622001000,0
245628241000,1
245643841000,0
245656321000,1
245668801000,0
245681281000,1
245693761000,0
245706241000,1
245718721000,0
245731201000,1
245743681000,0
245756161000,1
245768641000,0
245781121000,1
245793601000,0
245806081000,1
245818561000,0
245831041000,1
245843521000,0
245856001000,1
245868481000,0
245880961000,1
245893441000,0
245905921000,1
245918401000,0
245930881000,1
245943361000,0
245955841000,1
245968321000,0
245980801000,1
245993281000,0
246005761000,1
246018241000,0
246030721000,1
246043201000,0
246055681000,1
246068161000,0
246080641000,1
246093121000,0
246105601000,1
246118081000,0
246130561000,1
246143041000,0
246155521000,1
246168001000,0
246180481000,1
246192961000,0
246205441000,1
246217921000,0
246230401000,1
246242881000,0
246255361000,1
246267841000,0
246280321000,1
246292801000,0
246305281000,1
246317761000,0
246330241000,1
246342721000,0
246355201000,1
246367681000,0
246380161000,1
246392641000,0
246405121000,1
246417601000,0
246430081000,1
246442561000,0
246455041000,1
246467521000,0
246480001000,1
246492481000,0
246504961000,1
246517441000,0
246529921000,1
246542401000,0
246554881000,1
246567361000,0
246579841000,1
246592321000,0
246604801000,1
246617281000,0
246629761000,1
246642241000,0
246654721000,1
246667201000,0
246679681000,1
246692161000,0
246704641000,1
246717121000,0
246729601000,1
246742081000,0
246754561000,1
246767041000,0
246779521000,1
246792001000,0
246804481000,1
246816961000,0
246829441000,1
246841921000,0
246854401000,1
246866881000,0
246879361000,1
246891841000,0
246904321000,1
246916801000,0
246929281000,1
246941761000,0
246954241000,1
246966721000,0
246979201000,1
246991681000,0
247004161000,1
247016641000,0
247029121000,1
247041601000,0
247054081000,1
247066561000,0
247079041000,1
247091521000,0
247104001000,1
247116481000,0
247128961000,1
247141441000,0
247153921000,1
247166401000,0
247178881000,1
247191361000,0
247203841000,1
247216321000,0
247228801000,1
247241281000,0
247253761000,1
247266241000,0
247278721000,1
247291201000,0
247303681000,1
247316161000,0
247328641000,1
247341121000,0
247353601000,1
247366081000,0
247378561000,1
247391041000,0
247403521000,1
247416001000,0
247428481000,1
247440961000,0
247453441000,1
247465921000,0
247478401000,1
247490881000,0
247503361000,1
247515841000,0
247528321000,1
247540801000,0
247553281000,1
247565761000,0
247578241000,1
247590721000,0
247603201000,1
247615681000,0
247628161000,1
247640641000,0
247653121000,1
247665601000,0
247678081000,1
247690561000,0
247703041000,1
247715521000,0
247728001000,1
247740481000,0
247752961000,1
247765441000,0
247777921000,1
247790401000,0
247802881000,1
247815361000,0
247827841000,1
247840321000,0
247852801000,1
247865281000,0
247877761000,1
247890241000,0
247902721000,1
247915201000,0
247927681000,1
247940161000,0
247952641000,1
247965121000,0
247977601000,1
247990081000,0
248002561000,1
248015041000,0
248027521000,1
248040001000,0
248052481000,1
248064961000,0
248077441000,1
248089921000,0
248102401000,1
248114881000,0
248127361000,1
248139841000,0
248152321000,1
248164801000,0
248177281000,1
248189761000,0
248202241000,1
248214721000,0
248227201000,1
248239681000,0
248252161000,1
248264641000,0
248277121000,1
248289601000,0
248302081000,1
248314561000,0
248327041000,1
248339521000,0
248352001000,1
248364481000,0
248376961000,1
248389441000,0
248401921000,1
248414401000,0
248426881000,1
248439361000,0
248451841000,1
248464321000,0
248476801000,1
248489281000,0
248501761000,1
248514241000,0
248526721000,1
248539201000,0
248551681000,1
248564161000,0
248576641000,1
248589121000,0
248601601000,1
248614081000,0
248626561000,1
248639041000,0
248651521000,1
248664001000,0
248676481000,1
248688961000,0
248701441000,1
248713921000,0
248726401000,1
248738881000,0
248751361000,1
248763841000,0
248776321000,1
248788801000,0
248801281000,1
248813761000,0
248826241000,1
248838721000,0
248851201000,1
248863681000,0
248876161000,1
248888641000,0
248901121000,1
248913601000,0
248926081000,1
248938561000,0
248951041000,1
248963521000,0
248976001000,1
248988481000,0
249000961000,1
249013441000,0
249025921000,1
249038401000,0
249050881000,1
249063361000,0
249075841000,1
249088321000,0
249100801000,1
249113281000,0
249125761000,1
249138241000,0
249150721000,1
249163201000,0
249175681000,1
249188161000,0
249200641000,1
249213121000,0
249225601000,1
249238081000,0
249250561000,1
249263041000,0
249275521000,1
249288001000,0
249300481000,1
249312961000,0
249325441000,1
249337921000,0
249350401000,1
249362881000,0
249375361000,1
249387841000,0
249400321000,1
249412801000,0
249425281000,1
249437761000,0
249450241000,1
249462721000,0
249475201000,1
249487681000,0
249500161000,1
249512641000,0
249525121000,1
249537601000,0
249550081000,1
249562561000,0
249575041000,1
249587521000,0
249600001000,1
249612481000,0
249624961000,1
249637441000,0
249649921000,1
249662401000,0
249674881000,1
249687361000,0
249699841000,1
249712321000,0
249724801000,1
249737281000,0
249749761000,1
249762241000,0
249774721000,1
249787201000,0
249799681000,1
249812161000,0
249824641000,1
249837121000,0
249849601000,1
249862081000,0
249874561000,1
249887041000,0
249899521000,1
249912001000,0
249924481000,1
249936961000,0
249949441000,1
249961921000,0
249974401000,1
249986881000,0
249999361000,1
250011841000,0
250024321000,1
250036801000,0
250049281000,1
250061761000,0
250074241000,1
250086721000,0
250099201000,1
250111681000,0
250124161000,1
250136641000,0
250149121000,1
250161601000,0
250174081000,1
250186561000,0
250199041000,1
250211521000,0
250224001000,1
250236481000,0
250248961000,1
250261441000,0
250273921000,1
250286401000,0
250298881000,1
250311361000,0
250323841000,1
250336321000,0
250348801000,1
250361281000,0
250373761000,1
250386241000,0
250398721000,1
250411201000,0
250423681000,1
250436161000,0
250448641000,1
250461121000,0
250473601000,1
250486081000,0
250498561000,1
250511041000,0
250523521000,1
250536001000,0
250548481000,1
250560961000,0
250573441000,1
250585921000,0
250598401000,1
250610881000,0
250623361000,1
250635841000,0
250648321000,1
250660801000,0
250673281000,1
250685761000,0
250698241000,1
250710721000,0
250723201000,1
250735681000,0
250748161000,1
250760641000,0
250773121000,1
250785601000,0
250798081000,1
250810561000,0
250823041000,1
250835521000,0
250848001000,1
250860481000,0
250872961000,1
250885441000,0
250897921000,1
250910401000,0
250922881000,1
250935361000,0
250947841000,1
250960321000,0
250972801000,1
250985281000,0
250997761000,1
251010241000,0
251022721000,1
251035201000,0
251047681000,1
251060161000,0
251072641000,1
251085121000,0
251097601000,1
251110081000,0
251122561000,1
251135041000,0
251147521000,1
251160001000,0
251172481000,1
251184961000,0
251197441000,1
251209921000,0
251222401000,1
251234881000,0
251247361000,1
251259841000,0
251272321000,1
251284801000,0
251297281000,1
251309761000,0
251322241000,1
251334721000,0
251347201000,1
251359681000,0
251372161000,1
251384641000,0
251397121000,1
251409601000,0
251422081000,1
251434561000,0
251447041000,1
251459521000,0
251472001000,1
251484481000,0
251496961000,1
251509441000,0
251521921000,1
251534401000,0
251546881000,1
251559361000,0
251571841000,1
251584321000,0
251596801000,1
251609281000,0
251621761000,1
251634241000,0
251646721000,1
251659201000,0
251671681000,1
251684161000,0
251696641000,1
251709121000,0
251721601000,1
251734081000,0
251746561000,1
251759041000,0
251771521000,1
251784001000,0
251796481000,1
251808961000,0
251821441000,1
251833921000,0
251846401000,1
251858881000,0
251871361000,1
251883841000,0
251896321000,1
251908801000,0
251921281000,1
251933761000,0
251946241000,1
251958721000,0
251971201000,1
251983681000,0
251996161000,1
252008641000,0
252021121000,1
252033601000,0
252046081000,1
252058561000,0
252071041000,1
252083521000,0
252096001000,1
252108481000,0
252120961000,1
252133441000,0
252145921000,1
252158401000,0
252170881000,1
252183361000,0
252195841000,1
252208321000,0
252220801000,1
252233281000,0
252245761000,1
252258241000,0
252270721000,1
252283201000,0
252295681000,1
252308161000,0
252320641000,1
252333121000,0
252345601000,1
252358081000,0
252370561000,1
252383041000,0
252395521000,1
252408001000,0
252420481000,1
252432961000,0
252445441000,1
252457921000,0
252470401000,1
252482881000,0
252495361000,1
252507841000,0
252520321000,1
252532801000,0
252545281000,1
252557761000,0
252570241000,1
252582721000,0
252595201000,1
252607681000,0
252620161000,1
252632641000,0
252645121000,1
252657601000,0
252670081000,1
252682561000,0
252695041000,1
252707521000,0
252720001000,1
252732481000,0
252744961000,1
252757441000,0
252769921000,1
252782401000,0
252794881000,1
252807361000,0
252819841000,1
252832321000,0
252844801000,1
252857281000,0
252869761000,1
252882241000,0
252894721000,1
252907201000,0
252919681000,1
252932161000,0
252944641000,1
252957121000,0
252969601000,1
252982081000,0
252994561000,1
253007041000,0
253019521000,1
253032001000,0
253044481000,1
253056961000,0
253069441000,1
253081921000,0
253094401000,1
253106881000,0
253119361000,1
253131841000,0
253144321000,1
253156801000,0
253169281000,1
253181761000,0
253194241000,1
253206721000,0
253219201000,1
253231681000,0
253244161000,1
253256641000,0
253269121000,1
253281601000,0
253294081000,1
253306561000,0
253319041000,1
253331521000,0
253344001000,1
253356481000,0
253368961000,1
253381441000,0
253393921000,1
253406401000,0
253418881000,1
253431361000,0
253443841000,1
253456321000,0
253468801000,1
253481281000,0
253493761000,1
253506241000,0
253518721000,1
253531201000,0
253543681000,1
253556161000,0
253568641000,1
253581121000,0
253593601000,1
253606081000,0
253618561000,1
253631041000,0
253643521000,1
253656001000,0
253668481000,1
253680961000,0
253693441000,1
253705921000,0
253718401000,1
253730881000,0
253743361000,1
253755841000,0
253768321000,1
253780801000,0
253793281000,1
253805761000,0
253818241000,1
253830721000,0
253843201000,1
253855681000,0
253868161000,1
253880641000,0
253893121000,1
253905601000,0
253918081000,1
253930561000,0
253943041000,1
253955521000,0
253968001000,1
253980481000,0
253992961000,1
254005441000,0
254017921000,1
254030401000,0
254042881000,1
254055361000,0
254067841000,1
254080321000,0
254092801000,1
254105281000,0
254117761000,1
254130241000,0
254142721000,1
254155201000,0
254167681000,1
254180161000,0
